Body mass SAR,Head mass SAR,time
0.0,0.0,0.0041600000000000005
6.480781500184364,0.5272720339821718,0.0061600000000000005
0.0,0.0,0.00644
0.0,0.0,0.00776
0.0,0.0,0.00875
0.0,0.0,0.012910000000000001
6.480781500184364,0.5272720339821718,0.014910000000000001
0.0,0.0,0.015190000000000002
0.0,0.0,0.016510000000000004
0.0,0.0,0.017500000000000005
0.0,0.0,0.021660000000000006
6.480781500184364,0.5272720339821718,0.023660000000000007
0.0,0.0,0.023940000000000006
0.0,0.0,0.025260000000000008
0.0,0.0,0.02625000000000001
0.0,0.0,0.03041000000000001
6.480781500184364,0.5272720339821718,0.03241000000000001
0.0,0.0,0.03269000000000001
0.0,0.0,0.03401000000000001
0.0,0.0,0.03500000000000001
0.0,0.0,0.039160000000000014
6.480781500184364,0.5272720339821718,0.041160000000000016
0.0,0.0,0.04144000000000002
0.0,0.0,0.04276000000000002
0.0,0.0,0.04375000000000002
0.0,0.0,0.04791000000000002
6.480781500184364,0.5272720339821718,0.049910000000000024
0.0,0.0,0.050190000000000026
0.0,0.0,0.05151000000000003
0.0,0.0,0.052500000000000026
0.0,0.0,0.05666000000000003
6.480781500184364,0.5272720339821718,0.05866000000000003
0.0,0.0,0.058940000000000034
0.0,0.0,0.060260000000000036
0.0,0.0,0.061250000000000034
0.0,0.0,0.06541000000000004
6.480781500184364,0.5272720339821718,0.06741000000000004
0.0,0.0,0.06769000000000004
0.0,0.0,0.06901000000000004
0.0,0.0,0.07000000000000005
0.0,0.0,0.07416000000000005
6.480781500184364,0.5272720339821718,0.07616000000000005
0.0,0.0,0.07644000000000005
0.0,0.0,0.07776000000000005
0.0,0.0,0.07875000000000006
0.0,0.0,0.08291000000000005
6.480781500184364,0.5272720339821718,0.08491000000000005
0.0,0.0,0.08519000000000006
0.0,0.0,0.08651000000000006
0.0,0.0,0.08750000000000006
0.0,0.0,0.09166000000000006
6.480781500184364,0.5272720339821718,0.09366000000000006
0.0,0.0,0.09394000000000007
0.0,0.0,0.09526000000000007
0.0,0.0,0.09625000000000007
0.0,0.0,0.10041000000000007
6.480781500184364,0.5272720339821718,0.10241000000000007
0.0,0.0,0.10269000000000007
0.0,0.0,0.10401000000000007
0.0,0.0,0.10500000000000008
0.0,0.0,0.10916000000000008
6.480781500184364,0.5272720339821718,0.11116000000000008
0.0,0.0,0.11144000000000008
0.0,0.0,0.11276000000000008
0.0,0.0,0.11375000000000009
0.0,0.0,0.11791000000000008
6.480781500184364,0.5272720339821718,0.11991000000000009
0.0,0.0,0.12019000000000009
0.0,0.0,0.12151000000000009
0.0,0.0,0.1225000000000001
0.0,0.0,0.1266600000000001
6.480781500184364,0.5272720339821718,0.1286600000000001
0.0,0.0,0.1289400000000001
0.0,0.0,0.1302600000000001
0.0,0.0,0.1312500000000001
0.0,0.0,0.13541000000000009
6.480781500184364,0.5272720339821718,0.1374100000000001
0.0,0.0,0.1376900000000001
0.0,0.0,0.13901000000000008
0.0,0.0,0.14000000000000007
0.0,0.0,0.14416000000000007
6.480781500184364,0.5272720339821718,0.14616000000000007
0.0,0.0,0.14644000000000007
0.0,0.0,0.14776000000000006
0.0,0.0,0.14875000000000005
0.0,0.0,0.15291000000000005
6.480781500184364,0.5272720339821718,0.15491000000000005
0.0,0.0,0.15519000000000005
0.0,0.0,0.15651000000000004
0.0,0.0,0.15750000000000003
0.0,0.0,0.16166000000000003
6.480781500184364,0.5272720339821718,0.16366000000000003
0.0,0.0,0.16394000000000003
0.0,0.0,0.16526000000000002
0.0,0.0,0.16625
0.0,0.0,0.17041
6.480781500184364,0.5272720339821718,0.17241
0.0,0.0,0.17269
0.0,0.0,0.17401
0.0,0.0,0.175
0.0,0.0,0.17915999999999999
6.480781500184364,0.5272720339821718,0.18116
0.0,0.0,0.18144
0.0,0.0,0.18275999999999998
0.0,0.0,0.18374999999999997
0.0,0.0,0.18790999999999997
6.480781500184364,0.5272720339821718,0.18990999999999997
0.0,0.0,0.19018999999999997
0.0,0.0,0.19150999999999996
0.0,0.0,0.19249999999999995
0.0,0.0,0.19665999999999995
6.480781500184364,0.5272720339821718,0.19865999999999995
0.0,0.0,0.19893999999999995
0.0,0.0,0.20025999999999994
0.0,0.0,0.20124999999999993
0.0,0.0,0.20540999999999993
6.480781500184364,0.5272720339821718,0.20740999999999993
0.0,0.0,0.20768999999999993
0.0,0.0,0.20900999999999992
0.0,0.0,0.2099999999999999
0.0,0.0,0.2141599999999999
6.480781500184364,0.5272720339821718,0.2161599999999999
0.0,0.0,0.2164399999999999
0.0,0.0,0.2177599999999999
0.0,0.0,0.2187499999999999
0.0,0.0,0.22290999999999989
6.480781500184364,0.5272720339821718,0.2249099999999999
0.0,0.0,0.2251899999999999
0.0,0.0,0.22650999999999988
0.0,0.0,0.22749999999999987
0.0,0.0,0.23165999999999987
6.480781500184364,0.5272720339821718,0.23365999999999987
0.0,0.0,0.23393999999999987
0.0,0.0,0.23525999999999986
0.0,0.0,0.23624999999999985
0.0,0.0,0.24040999999999985
6.480781500184364,0.5272720339821718,0.24240999999999985
0.0,0.0,0.24268999999999985
